Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT012098,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29854,GenBank,complete,,,"Yadav,P.D., Potdar,V., Abraham,P.",,India: Kerala State,Homo sapiens,oronasopharynx,2020-01-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/29/2020, complete genome"
MT050493,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29851,GenBank,complete,,,"Potdar,V., Choudhary,M., Yadav,P.D., Shete-Aich,A.",,India: Kerala State,Homo sapiens,oronasopharynx,2020-01-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/166/2020, complete genome"
MT152900,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,322,GenBank,partial,,,"Karbalaie Niya,M.H., Laali,A., Tabibzadeh,A., Safarnezhad Tameshkel,F., Zamani,F., Sohrabi,M.R., Ranjbar,M., Savaj,S., Rezaie,N., Ajdarkosh,H., Keyvani,H., Khoonsari,M., Ameli,M., Nikkhah,M., Ghanbari,B., Faraji,A., Jamshidi Makiani,M., Roham,M.",,Iran,Homo sapiens,oronasopharynx,2020-02-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/MHKN-1/2020 ORF1ab polyprotein (orf1ab) gene, partial cds"
MT152824,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29878,GenBank,complete,,,"Chu,H., Boeckh,M., Englund,J., Famulare,M., Lutz,B., Nickerson,D., Rieder,M., Starita,L., Thompson,M., Shendure,J., Bedford,T.",,"USA: Snohomish County, WA",Homo sapiens,,2020-02-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA2/2020, complete genome"
MT135042,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China: Beijing,Homo sapiens,,2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/231/2020, complete genome"
MT135041,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China: Beijing,Homo sapiens,,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/105/2020, complete genome"
MT135043,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China: Beijing,Homo sapiens,,2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/233/2020, complete genome"
MT135044,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Li,J., Li,L., Li,Z., Qiu,S., Song,H., Li,P.",,China: Beijing,Homo sapiens,,2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/235/2020, complete genome"
MT127114,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1411,GenBank,partial,,,"Bui Thi,D.T., Nguyen,H.T., Tran,T.X., Nguyen,D.D., Pham,L.T., Vu,H.T., Le Thi,M.Q., Nguyen Le,H.K., Hoang Vu,P.M., Dang,A.D., Dong,Q.V., Dinh,K.D.",,Viet Nam,Homo sapiens,,2020-02-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VIE/NIHE/2020 ORF8 protein (ORF8) gene, partial cds; and nucleocapsid phosphoprotein (N) gene, complete cds"
MT127115,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1269,GenBank,partial,,,"Bui,D.T., Nguyen,H.T., Tran,T.X., Nguyen,D.D., Pham,L.T., Vu,H.T., Le Thi,M.Q., Nguyen Le,H.K., Hoang Vu,P.M., Dang,A.D., Dong,Q.V., Dinh,K.D.",,Viet Nam,Homo sapiens,,2020-02-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VIE/NIHE/2020 ORF3a (orf3a) gene, partial cds; envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; and ORF7a protein (ORF7a) gene, partial cds"
MT127116,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,459,GenBank,partial,,,"Bui Thi,D.T., Nguyen,H.T., Tran,T.X., Nguyen,D.D., Pham,L.T., Vu,H.T., Le Thi,M.Q., Nguyen Le,H.K., Hoang Vu,P.M., Dang,A.D., Dong,Q.V., Dinh,K.D.",,Viet Nam,Homo sapiens,,2020-02-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VIE/NIHE/2020 ORF1ab polyprotein, RdRp region, gene, partial cds"
MT127113,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,615,GenBank,partial,,,"Bui Thi,D.T., Nguyen,H.T., Tran,T.X., Nguyen,D.D., Pham,L.T., Vu,H.T., Le Thi,M.Q., Nguyen Le,H.K., Hoang Vu,P.M., Dang,A.D., Dong,Q.V., Dinh,K.D.",,Viet Nam,Homo sapiens,,2020-02-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VIE/NIHE/2020 ORF1ab polyprotein, 3'-to-5' exonuclease region, gene, partial cds"
MT126808,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29876,GenBank,complete,,,"Amgarten,D., Malta,F., Ruiz,R.M., Petroni,R., Santana,R.A.F., de Menezes,F.G., Mangueira,C.L.P., Pinho,J.R.R.",,Brazil,Homo sapiens,oronasopharynx,2020-02-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP02/2020, complete genome"
LC528233,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29902,GenBank,partial,,,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,,Homo sapiens,oronasopharynx,2020-02-10,,"Severe acute respiratory syndrome coronavirus 2 SARS-CoV-2/Hu/DP/Kng/19-027 RNA, complete genome"
LC528232,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29902,GenBank,partial,,,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,,Homo sapiens,oronasopharynx,2020-02-10,,"Severe acute respiratory syndrome coronavirus 2 SARS-CoV-2/Hu/DP/Kng/19-020 RNA, complete genome"
MT123290,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,"China: Guangdong, Guangzhou",Homo sapiens,oronasopharynx,2020-02-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC01/2020, complete genome"
MT123293,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Zheng,K., Shi,Y., Sun,J., Huang,J., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Chen,Z., Huang,S., Zhang,Z., Li,X., Wang,Y.",,China: Guangzhou,Homo sapiens,feces,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC03/2020, complete genome"
MT123292,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29923,GenBank,complete,,,"Huang,J., Shi,Y., Sun,J., Zheng,K., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Zhang,Z., Huang,S., Wang,Y., Li,X.",,China: Guangzhou,Homo sapiens,"lung, oronasopharynx",2020-01-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC04/2020, complete genome"
MT123291,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,China: Guangzhou,Homo sapiens,lung,2020-01-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC02/2020, complete genome"
MT118835,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,USA: CA,Homo sapiens,lung,2020-02-23,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA9/2020, complete genome"
MT111895,2020-02-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,770,GenBank,partial,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Moore,F.",,Australia: Queensland,Homo sapiens,"lung, oronasopharynx",2020-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/QLD05/2020_FSS918 ORF1ab polyprotein, NSP3 region, (orf1ab) gene, partial cds"
MT111896,2020-02-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,569,GenBank,partial,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Moore,F., Pyke,A.T.",,Australia: Queensland,Homo sapiens,"lung, oronasopharynx",2020-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/QLD05/2020_FSS918 ORF3a (orf3a) and envelope protein (E) genes, partial cds"
MT106053,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA: CA,Homo sapiens,oronasopharynx,2020-02-10,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA8/2020, complete genome"
MT106052,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA: CA,Homo sapiens,oronasopharynx,2020-02-06,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA7/2020, complete genome"
MT106054,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Uehara,A., Zhang,J., Li,Y., Tao,Y., Paden,C.R., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA: TX,Homo sapiens,"lung, oronasopharynx",2020-02-11,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-TX1/2020, complete genome"
MT093571,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29886,GenBank,complete,,,"Bengner,M., Palmerus,M., Lindsjo,O., Lind Karlberg,M., Monteil,V., Appelberg,S., Brave,A., Muradrasoli,S., Tegmark-Wisell,K.",,Sweden,Homo sapiens,,2020-02-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SWE/01/2020, complete genome"
MT093631,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29860,GenBank,complete,,,"Linlin,B., Lili,R., Shuran,G., Jiangning,L., Feifei,Q., Qi,L., Fengdi,L., Jing,X., Wei,D., Pin,Y., Yanfeng,X., Yajin,Q., Hong,G., Qiang,W., Mingya,L., Guanpeng,W., Shunyi,W., Zhiqi,S., Li,G., Lan,C., Conghui,W., Ying,W., Xinming,W., Yan,X., Qi,J., Chuan,Q.",,China,Homo sapiens,oronasopharynx,2020-01-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WH-09/2020, complete genome"
MT081065,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_84/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081061,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_18/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081064,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_64/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081060,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_17/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081063,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_46/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081067,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_92/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081068,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-02-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_194/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081059,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_8/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081062,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_38/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT081066,2020-02-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1260,GenBank,partial,,,"Zhang,W.H.",,China: HuaShang,Homo sapiens,,2020-01-30,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HS_86/2020 nucleocapsid phosphoprotein (N) gene, complete cds"
MT072668,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,810,GenBank,partial,,,"Wollants,E., Vanmechelen,B., Wawina,T., Van Ranst,M., Maes,P.",,Belgium,Homo sapiens,,2020-02-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BEL/GHB-03021/2020 orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT072667,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,670,GenBank,partial,,,"Wollants,E., Vanmechelen,B., Wawina,T., Van Ranst,M., Maes,P.",,Belgium,Homo sapiens,,2020-02-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BEL/GHB-03021/2020 orf1ab polyprotein gene, partial cds"
MT072688,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29811,GenBank,complete,,,"Bastola,A., Sah,R., Rodriguez-Morales,A.J., Lal,B.K., Jha,R., Ojha,H.C., Shrestha,B., Chu,D.K.W., Poon,L.L.M., Costello,A., Morita,K., Pandey,B.D., Chu,D., Gu,H., Peiris,M., Poon,L.",32057299,Nepal,Homo sapiens,oronasopharynx,2020-01-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NPL/61-TW/2020, complete genome"
MT066158,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,290,GenBank,partial,,,"Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N., Hani,M.H.",,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/CL5047/2020 orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT066159,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,290,GenBank,partial,,,"Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N., Hani,M.H.",,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/CL5049/2020 orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
MT066175,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29870,GenBank,complete,,,"Yeh,S.-H., Lin,Y.-Y., Lai,Y.-Y., Li,C.-L., Chang,S.-C., Chen,P.-J., Chang,S.-Y.",,Taiwan,Homo sapiens,,2020-01-31,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU01/TWN/human/2020, complete genome"
MT066176,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29870,GenBank,complete,,,"Yeh,S.-H., Lin,Y.-Y., Lai,Y.-Y., Li,C.-L., Chang,S.-C., Chen,P.-J., Chang,S.-Y.",,Taiwan,Homo sapiens,,2020-02-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU02/TWN/human/2020, complete genome"
MT066157,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,290,GenBank,partial,,,"Yu Kie,C., Norazimah,T., Rehan Shuhada,A.B., Selvanesan,S., Noorliza,M.N., Hani,M.H.",,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/CL5045/2020 orf1ab polyprotein, RdRp region, (orf1ab) gene, partial cds"
LC523807,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,357,GenBank,partial,,,"Mercado,E.S., Manalo,J.I., Nicolasora,A.D., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M., Polotan,F.M.",,Philippines,Homo sapiens,,2020-02-06,,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_026 N gene for nucleocapsid phosphoprotein, partial cds"
LC523808,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,357,GenBank,partial,,,"Mercado,E.S., Manalo,J.I., Nicolasora,A.D., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M., Polotan,F.M.",,Philippines,Homo sapiens,,2020-01-26,,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_025 N gene for nucleocapsid phosphoprotein, partial cds"
LC523809,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,357,GenBank,partial,,,"Mercado,E.S., Manalo,J.I., Nicolasora,A.D., Medado,I.P., Tujan,M.A., Onza,O.T., Cruz,K.M., Polotan,F.M.",,Philippines,Homo sapiens,,2020-01-23,,"Severe acute respiratory syndrome coronavirus 2 2019-nCoV_PH_nCOV_20_022 N gene for nucleocapsid phosphoprotein, partial cds"
MT044257,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Li,Y., Zhang,J., Queen,K., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA: IL,Homo sapiens,"lung, oronasopharynx",2020-01-28,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL2/2020, complete genome"
MT044258,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29858,GenBank,complete,,,"Zhang,J., Queen,K., Li,Y., Tao,Y., Uehara,A., Paden,C.R., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Kamili,S., Wang,L., Murray,J.R., Gerber,S.I., Lindstrom,S., Tong,S.",,USA: CA,Homo sapiens,oronasopharynx,2020-01-27,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA6/2020, complete genome"
MT042774,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,partial,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China: Wuhan,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Wuhan/Tongji-02/2020 orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042775,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,partial,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China: Wuhan,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Wuhan/Tongji-03/2020 orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT050414,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,562,GenBank,partial,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Gardam,T., Moore,F.",,Australia,Homo sapiens,oronasopharynx,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/QLD01/2020_FSS915 ORF1ab polyprotein, RdRp region, gene, partial cds"
MT050416,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,562,GenBank,partial,,,"Northill,J.A., Huang,B., Pyke,A., De Jong,A., van den Hurk,A., Taylor,C., Warrilow,D., Genge,D., Gamez,E., Hewitson,G., Mackay,I., Sultana,I., McMahon,J., Barcelon,J., Finger,M., Simpson,N., Nair,N., Burtonclay,P., Moore,P., Wheatley,S., Moody,S., Hall-Mendelin,S., Gardam,T., Moore,F.",,Australia,Homo sapiens,oronasopharynx,2020-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/QLD03/2020_FSS917 ORF1ab polyprotein, RdRp region, gene, partial cds"
MT042776,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,partial,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China: Wuhan,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Wuhan/Tongji-04/2020 orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042777,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,partial,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China: Wuhan,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Wuhan/Tongji-05/2020 orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
MT042778,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,294,GenBank,partial,,,"Liu,W., Zhang,Q., Song,H., Xiang,R., Sun,Z., Liu,Y.",,China: Wuhan,Homo sapiens,swab,2020-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Wuhan/Tongji-06/2020 orf1ab polyprotein, RNA-dependent RNA polymerase region, gene, partial cds"
